IAID	SourceLevelId	CatalogueId	ParentIAID	Reference	Title	CoveringDates	Note	ClosureStatus	CoveringFromDate	CoveringToDate	Description
C14303	3	13155	C540	WO 95	<unittitle type="Title">War Office: First World War and Army of Occupation War Diaries</unittitle>	1914-1923			Open Document, Open Description		19140101		19231231		<scopecontent><head>Scope and Content</head><p>This series consists of war diaries for British and colonial units serving in theatres of operations between 1914 and 1922, including Russia, at home, and in the colonies, and British military missions, and Armies of Occupation between 1919 and 1922. No diaries for the campaign in South West Africa in 1914-1915 are included in this series because no British units participated; operations were conducted under the auspices of the South African armed forces.</p> <p>The diaries contain daily reports on operations, intelligence summaries and other pertinent material. The range of dates shown for individual items does not mean there is a document inside the file for each day between the two covering dates. </p> <p>Please note: Selected First World War war diaries have been scanned as part of TNA's ongoing initiative to digitise some of our most frequently ordered original documents. Digital copies can be <extref href=&#34http://www.nationalarchives.gov.uk/records/war-diaries-ww1.htm&#34>searched and downloaded</extref>.</p></scopecontent>
C4554271	6	5635454	C138493	WO 95/1120		1917 Jan.- 1919 Mar.			Open Document, Open Description		19170101		19190331		<scopecontent><p>Headquarters Branches and Services: Adjutant and Quarter-Master General</p></scopecontent>
C4554272	6	5635455	C138493	WO 95/1121		1914 Sept. - 1919 Mar.			Open Document, Open Description		19140901		19190331		<scopecontent><p>Headquarters Branches and Services: Assistant Director Medical Services</p></scopecontent>
C4554273	6	5635456	C138493	WO 95/1122				Open Document, Open Description				<scopecontent><p>Headquarters Branches and Services (Described at item level)</p></scopecontent>
C7351453	7	-2240477	C4554273	WO 95/1122/1		1915 Jan.- 1919 Mar.			Open Document, Open Description		19150101		19190331		<scopecontent><p>Assistant Director Ordnance Services</p></scopecontent>
C7351454	7	-2240478	C4554273	WO 95/1122/2		1914 Sept.- 1919 Mar.			Open Document, Open Description		19140901		19190331		<scopecontent><p>Assistant Director Veterinary Services</p></scopecontent>
C4554274	6	5635457	C138493	WO 95/1123				Open Document, Open Description				<scopecontent><p>Divisional Troops (Described at item level)</p></scopecontent>
C7351456	7	-2240480	C4554274	WO 95/1123/1		1914 Aug.- Sept.			Open Document, Open Description		19140801		19140930		<scopecontent><p>3 Brigade Royal Horse Artillery</p></scopecontent>
C7351457	7	-2240481	C4554274	WO 95/1123/2		1915 Mar.- May			Open Document, Open Description		19150301		19150531		<scopecontent><p>3 Brigade Royal Horse Artillery</p></scopecontent>
C7351458	7	-2240482	C4554274	WO 95/1123/3		1915 Oct.- Dec.			Open Document, Open Description		19151001		19151231		<scopecontent><p>3 Brigade Royal Horse Artillery</p></scopecontent>
C7351459	7	-2240483	C4554274	WO 95/1123/4		1916 July-1919 Feb.			Open Document, Open Description		19160701		19190228		<scopecontent><p>3 Brigade Royal Horse Artillery</p></scopecontent>
C7351460	7	-2240484	C4554274	WO 95/1123/5		1914 Aug.- 1918 Feb.			Open Document, Open Description		19140801		19180228		<scopecontent><p>3 Brigade Ammunition Column</p></scopecontent>
C7351461	7	-2240485	C4554274	WO 95/1123/6		1914 Aug.- 1919 Apr.			Open Document, Open Description		19140801		19190430		<scopecontent><p>2 Field Squadron Royal Engineers</p></scopecontent>
C7351462	7	-2240486	C4554274	WO 95/1123/7		1915 Aug.- 1919 Apr.			Open Document, Open Description		19150801		19190430		<scopecontent><p>Signal Squadron Royal Engineers</p></scopecontent>
C4554275	6	5635458	C138493	WO 95/1124				Open Document, Open Description				<scopecontent><p>Divisional Troops (Described at item level)</p></scopecontent>
C7351464	7	-2240488	C4554275	WO 95/1124/1		1914 Aug.- 1919 May			Open Document, Open Description		19140801		19190531		<scopecontent><p>2 Cavalry Field Ambulance</p></scopecontent>
C7351465	7	-2240489	C4554275	WO 95/1124/2		1914 Aug.- 1919 May			Open Document, Open Description		19140801		19190531		<scopecontent><p>4 Cavalry Field Ambulance</p></scopecontent>
C4554276	6	5635459	C138493	WO 95/1125				Open Document, Open Description				<scopecontent><p>Divisional Troops (Described at item level)</p></scopecontent>
C7351467	7	-2240491	C4554276	WO 95/1125/1		1914 Aug.- 1918 Dec.			Open Document, Open Description		19140801		19181231		<scopecontent><p>5 Cavalry Field Ambulance</p></scopecontent>
C7351468	7	-2240492	C4554276	WO 95/1125/2		1917 Jan.- 1919 Mar.			Open Document, Open Description		19170101		19190331		<scopecontent><p>4A, Sanitary Section</p></scopecontent>
C4554277	6	5635460	C138493	WO 95/1126				Open Document, Open Description				<scopecontent><p>Divisional Troops (Described at item level)</p></scopecontent>
C7351470	7	-2240494	C4554277	WO 95/1126/1		1914 Aug.- 1919 Apr.			Open Document, Open Description		19140801		19190430		<scopecontent><p>7 Mobile Veterinary Section</p></scopecontent>
C7351471	7	-2240495	C4554277	WO 95/1126/2		1914 Oct.- 1919 Mar.			Open Document, Open Description		19141001		19190331		<scopecontent><p>8 Mobile Veterinary Section</p></scopecontent>
C4554278	6	5635461	C138493	WO 95/1127		1914 Oct.- 1919 Mar.			Open Document, Open Description		19141001		19190331		<scopecontent><p>Divisional Troops: 9 Mobile Veterinary Section</p></scopecontent>
C4554279	6	5635462	C138493	WO 95/1128				Open Document, Open Description				<scopecontent><p>Divisional Troops (Described at item level)</p></scopecontent>
C7351473	7	-2240497	C4554279	WO 95/1128/1		1915 Mar.- 1919 Mar.			Open Document, Open Description		19150301		19190331		<scopecontent><p>Headquarters Divisional Army Service Corps (424 Company A.S.C.)</p></scopecontent>
C7351474	7	-2240498	C4554279	WO 95/1128/2		1915 Sept.- 1919 June			Open Document, Open Description		19150901		19190630		<scopecontent><p>2 Cavalry Division Auxiliary Horse Transport (575 Company A.S.C.)</p></scopecontent>
C7351475	7	-2240499	C4554279	WO 95/1128/3		1914 Aug.- 1917 Sept.			Open Document, Open Description		19140801		19170930		<scopecontent><p>2 Cavalry Division Ammunition Park (56 Company A.S.C.)</p></scopecontent>
C4554280	6	5635463	C138493	WO 95/1129		1914 Dec.- 1919 May			Open Document, Open Description		19141201		19190531		<scopecontent><p>Divisional Troops: Divisional Supply Column (46 Company A.S.C.)</p></scopecontent>
C4554281	6	5635464	C138493	WO 95/1130		1914 Aug.- Sept.			Open Document, Open Description		19140801		19140930		<scopecontent><p>3 Cavalry Brigade: Headquarters</p></scopecontent>
C4554282	6	5635465	C138493	WO 95/1131		1914 Oct.			Open Document, Open Description		19141001		19141031		<scopecontent><p>3 Cavalry Brigade: Headquarters</p></scopecontent>
C4554283	6	5635466	C138493	WO 95/1132		1914 Nov.- Dec.			Open Document, Open Description		19141101		19141231		<scopecontent><p>3 Cavalry Brigade: Headquarters</p></scopecontent>
C4554284	6	5635467	C138493	WO 95/1133				Open Document, Open Description				<scopecontent><p>3 Cavalry Brigade (Described at item level)</p></scopecontent>
C7351477	7	-2240501	C4554284	WO 95/1133/1		1915 Jan.- 1919 May			Open Document, Open Description		19150101		19190531		<scopecontent><p>Headquarters</p></scopecontent>
C7351478	7	-2240502	C4554284	WO 95/1133/2		1914 Aug.- 1918 Feb.			Open Document, Open Description		19140801		19180228		<scopecontent><p>`D' Battery Royal Horse Artillery</p></scopecontent>
C7351479	7	-2240503	C4554284	WO 95/1133/3		1916 Mar.- 1919 Apr.			Open Document, Open Description		19160301		19190430		<scopecontent><p>Brigade Machine Gun Squadron</p></scopecontent>
C4554285	6	5635468	C138493	WO 95/1134				Open Document, Open Description				<scopecontent><p>3 Cavalry Brigade (Described at item level)</p></scopecontent>
C7351481	7	-2240505	C4554285	WO 95/1134/1		1914 Aug.- 1919 Apr.			Open Document, Open Description		19140801		19190430		<scopecontent><p>4 (Queen's Own) Hussars</p></scopecontent>
C7351482	7	-2240506	C4554285	WO 95/1134/2		1914 Aug.- 1919 Feb.			Open Document, Open Description		19140801		19190228		<scopecontent><p>5 (Royal Irish) Lancers</p></scopecontent>
C7351483	7	-2240507	C4554285	WO 95/1134/3		1914 Aug.- 1919 Mar.			Open Document, Open Description		19140801		19190331		<scopecontent><p>16 (The Queens) Lancers</p></scopecontent>
C4554286	6	5635469	C138493	WO 95/1135				Open Document, Open Description				<scopecontent><p>4 Cavalry Brigade (Described at item level)</p></scopecontent>
C7351485	7	-2240509	C4554286	WO 95/1135/1		1914 Oct.- 1919 Apr.			Open Document, Open Description		19141001		19190430		<scopecontent><p>Headquarters</p></scopecontent>
C7351486	7	-2240510	C4554286	WO 95/1135/2		1914 Aug.- 1918 Aug.			Open Document, Open Description		19140801		19180831		<scopecontent><p>`J' Battery Royal Horse Artillery</p></scopecontent>
C7351487	7	-2240511	C4554286	WO 95/1135/3		1916 Feb.- 1919 Apr.			Open Document, Open Description		19160201		19190430		<scopecontent><p>Brigade Machine Gun Squadron</p></scopecontent>
C4554287	6	5635470	C138493	WO 95/1136		1914 Aug.- 1919 Mar.			Open Document, Open Description		19140801		19190331		<scopecontent><p>4 Cavalry Brigade: 3 (King's Own) Hussars</p></scopecontent>
C4554288	6	5635471	C138493	WO 95/1137				Open Document, Open Description				<scopecontent><p>4 Cavalry Brigade (Described at item level)</p></scopecontent>
C7351489	7	-2240513	C4554288	WO 95/1137/1		1914 Aug.- 1919 Mar.			Open Document, Open Description		19140801		19190331		<scopecontent><p>6 Dragoon Guards</p></scopecontent>
C7351490	7	-2240514	C4554288	WO 95/1137/2		1914 Sept.- 1919 May			Open Document, Open Description		19140901		19190531		<scopecontent><p>1/1 (Queen's Own) Oxfordshire Hussars</p></scopecontent>
C4554289	6	5635472	C138493	WO 95/1138		1914 Aug.- 1919 Mar.			Open Document, Open Description		19140801		19190331		<scopecontent><p>5 Cavalry Brigade: Headquarters</p></scopecontent>
C4554290	6	5635473	C138493	WO 95/1139				Open Document, Open Description				<scopecontent><p>5 Cavalry Brigade (Described at item level)</p></scopecontent>
C7351492	7	-2240516	C4554290	WO 95/1139/1		1914 Aug.- 1918 Dec.			Open Document, Open Description		19140801		19181231		<scopecontent><p>`E' Battery Royal Horse Artillery</p></scopecontent>
C7351493	7	-2240517	C4554290	WO 95/1139/2		1916 Feb.- 1919 Apr.			Open Document, Open Description		19160201		19190430		<scopecontent><p>Brigade Machine Gun Squadron</p></scopecontent>
C7351494	7	-2240518	C4554290	WO 95/1139/3		1914 Aug.- 1919 Feb.			Open Document, Open Description		19140801		19190228		<scopecontent><p>2 Dragoons (Royal Scots Greys)</p></scopecontent>
C4554291	6	5635474	C138493	WO 95/1140				Open Document, Open Description				<scopecontent><p>5 Cavalry Brigade (Described at item level)</p></scopecontent>
C7351496	7	-2240520	C4554291	WO 95/1140/1		1914 Aug.- 1919 Apr.			Open Document, Open Description		19140801		19190430		<scopecontent><p>12 (Prince of Wales) Lancers</p></scopecontent>
C7351497	7	-2240521	C4554291	WO 95/1140/2		1914 Aug.- 1919 Feb.			Open Document, Open Description		19140801		19190228		<scopecontent><p>20 Hussars</p></scopecontent>
C138494	5	57941	C78426	Subsubseries 36 of Subseries 1 of WO 95	<unittitle type = "Title">3 CAVALRY DIVISION</unittitle>						
C4554292	6	5635475	C138494	WO 95/1141		1914 Oct. - 1919 May			Open Document, Open Description		19141001		19190531		<scopecontent><p>Headquarters Branches and Services: General Staff</p></scopecontent>
C4554293	6	5635476	C138494	WO 95/1142		1914 Oct. - 1919 May			Open Document, Open Description		19141001		19190531		<scopecontent><p>Headquarters Branches and Services: General Staff Appendices to 1141</p></scopecontent>
C4554294	6	5635477	C138494	WO 95/1143		1914 Sept.- 1917 Dec.			Open Document, Open Description		19140901		19171231		<scopecontent><p>Headquarters Branches and Services: Adjutant and Quarter-Master General</p></scopecontent>
C4554295	6	5635478	C138494	WO 95/1144		1918 Jan. - 1919 Mar.			Open Document, Open Description		19180101		19190331		<scopecontent><p>Headquarters Branches and Services: Adjutant and Quarter-Master General</p></scopecontent>
C4554296	6	5635479	C138494	WO 95/1145				Open Document, Open Description				<scopecontent><p>Headquarters Branches and Services (Described at item level)</p></scopecontent>
C7351499	7	-2240523	C4554296	WO 95/1145/1		1914 Oct. - 1919 Mar.			Open Document, Open Description		19141001		19190331		<scopecontent><p>Assistant Director Medical Services</p></scopecontent>
C7351500	7	-2240524	C4554296	WO 95/1145/2		1914 Sept.- 1919 Feb.			Open Document, Open Description		19140901		19190228		<scopecontent><p>Assistant Director Ordnance Services</p></scopecontent>
C7351501	7	-2240525	C4554296	WO 95/1145/3		1915 Nov. - 1919 Apr.			Open Document, Open Description		19151101		19190430		<scopecontent><p>Assistant Director Veterinary Services</p></scopecontent>
C4554297	6	5635480	C138494	WO 95/1146				Open Document, Open Description				<scopecontent><p>Divisional Troops (Described at item level)</p></scopecontent>
C7351503	7	-2240527	C4554297	WO 95/1146/1		1914 Oct. - 1919 June			Open Document, Open Description		19141001		19190630		<scopecontent><p>4 Brigade Royal Horse Artillery</p></scopecontent>
C7351504	7	-2240528	C4554297	WO 95/1146/2		1916 July - 1917 June			Open Document, Open Description		19160701		19170630		<scopecontent><p>7 Light Armoured Battery</p></scopecontent>
C7351505	7	-2240529	C4554297	WO 95/1146/3		1914 Sept.- 1919 May			Open Document, Open Description		19140901		19190531		<scopecontent><p>3 Field Squadron Royal Engineers</p></scopecontent>
C7351506	7	-2240530	C4554297	WO 95/1146/4		1914 Sept.- 1919 Mar.			Open Document, Open Description		19140901		19190331		<scopecontent><p>Signal Squadron</p></scopecontent>
C4554298	6	5635481	C138494	WO 95/1147				Open Document, Open Description				<scopecontent><p>Divisional Troops (Described at item level)</p></scopecontent>
C7351508	7	-2240532	C4554298	WO 95/1147/1		1914 Sept.- 1919 May			Open Document, Open Description		19140901		19190531		<scopecontent><p>6 Cavalry Field Ambulance</p></scopecontent>
C7351509	7	-2240533	C4554298	WO 95/1147/2		1914 Oct. - 1917 June			Open Document, Open Description		19141001		19170630		<scopecontent><p>7 Cavalry Field Ambulance</p></scopecontent>
C4554299	6	5635482	C138494	WO 95/1148				Open Document, Open Description				<scopecontent><p>Divisional Troops (Described at item level)</p></scopecontent>
C7351511	7	-2240535	C4554299	WO 95/1148/1		1917 July - 1919 Apr.			Open Document, Open Description		19170701		19190430		<scopecontent><p>7 Cavalry Field Ambulance</p></scopecontent>
C7351512	7	-2240536	C4554299	WO 95/1148/2		1914 Dec. - 1918 Apr.			Open Document, Open Description		19141201		19180430		<scopecontent><p>8 Cavalry Field Ambulance</p></scopecontent>
C4554300	6	5635483	C138494	WO 95/1149				Open Document, Open Description				<scopecontent><p>Divisional Troops (Described at item level)</p></scopecontent>
C7351514	7	-2240538	C4554300	WO 95/1149/1		1915 Jan. - 1917 June			Open Document, Open Description		19150101		19170630		<scopecontent><p>12 Sanitary Section</p></scopecontent>
C7351515	7	-2240539	C4554300	WO 95/1149/2		1914 Oct. - 1919 Apr.			Open Document, Open Description		19141001		19190430		<scopecontent><p>13 Mobile Veterinary Section</p></scopecontent>
C7351516	7	-2240540	C4554300	WO 95/1149/3		1914 Oct. - 1919 May			Open Document, Open Description		19141001		19190531		<scopecontent><p>14 Mobile Veterinary Section</p></scopecontent>
